autoID,ScopeItemID,Description,LOB,BusinessArea,Status,AE,AR,AT,AU,BE,BG,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IND,IT,JP,KR,KW,KZ,LU,MX,MY,NL,NR,NZ,OM,PE,PH,PL,PT,QA,RO,RS,RU,SA,SE,SG,SI,SK,TH,TR,TW,UA,US,ZA,Non_Localised
718,4N6,Invoice Processing with SAP Ariba Central Invoice Management,Sourcing and Procurement,Invoice Management,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
719,5FN,Invoice Verification for Retail,Sourcing and Procurement,Invoice Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,Released
720,55E,Lot Size of One with Advanced Variant Configuration,Sourcing and Procurement,Invoice Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,No,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
721,J45,Procurement of Direct Materials,Sourcing and Procurement,Invoice Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
722,22Z,Procurement of Services,Sourcing and Procurement,Invoice Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
723,5W3,Procurement with and Without QM - Consumer Products,Sourcing and Procurement,Invoice Management,Available,No,No,No,No,No,Released,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
724,5HK,Quality Management in Discrete Manufacturing - Consumer Products,Sourcing and Procurement,Invoice Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
725,18J,Requisitioning,Sourcing and Procurement,Invoice Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
726,2UU,Returnable Packaging to Vendor,Sourcing and Procurement,Invoice Management,Available,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
727,4R2,Service Procurement with SAP Business Network and SAP Fieldglass,Sourcing and Procurement,Invoice Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
728,BMY,Subcontracting,Sourcing and Procurement,Invoice Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
729,5W4,Subcontracting - Consumer Products,Sourcing and Procurement,Invoice Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Planned
730,5I2,Subcontracting with SAP Business Network,Sourcing and Procurement,Invoice Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,No,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
731,2LG,Supplier Consignment,Sourcing and Procurement,Invoice Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
732,5HP,Advanced Intercompany Stock Transfer,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
733,2LH,Automated Invoice Settlement,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
734,J82,Automated Purchase-to-Pay with SAP Ariba Commerce Automation,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,No,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released
735,42K,Automation of Source-to-Pay with SAP Business Network,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,No,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
736,3ZB,Billing of Costs Between Affiliated Companies,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
737,2TW,Complementary Procurement Functions,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,No,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
738,BNX,Consumable Purchasing,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
739,2R3,Cross-Company Purchasing Organization,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
740,2TX,Direct Procurement with Inbound Delivery,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
741,6GD,Engineer Products and Systems - Project with Production,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
742,2NV,Guided Buying Capability with SAP Ariba Buying,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
743,3EN,Guided Buying for Central Procurement with SAP Ariba Buying,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
744,2EJ,Integration of Procurement with External Suppliers,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
745,1P9,Intercompany Stock Transfer,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
746,2TS,Intercompany Stock Transfer Returns,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
747,1ZQ,Logistics with Third-Party Warehouse Management,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
748,55E,Lot Size of One with Advanced Variant Configuration,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,No,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
749,65D,MRP Change Request Integration with SAP Business Network,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,No,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,No
750,1QR,Predictive Analytics for Purchase Contract Quantity Consumption,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
751,5FM,Procurement for Retail,Sourcing and Procurement,Operational Procurement,Available,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,Released
752,J45,Procurement of Direct Materials,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
753,2XU,Procurement of Materials with Variant Configuration,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
754,41F,Procurement of Pipeline Materials,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
755,22Z,Procurement of Services,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
756,5W3,Procurement with and Without QM - Consumer Products,Sourcing and Procurement,Operational Procurement,Available,No,No,No,No,No,Released,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
757,54U,Produce and Sell Standard Products - Inventory Management,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
758,2R7,Purchasing Rebate Processing,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
759,18J,Requisitioning,Sourcing and Procurement,Operational Procurement,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
760,5FR,Returns from Store,Sourcing and Procurement,Operational Procurement,Available,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,Released
761,5FO,Returns to Supplier for Retail,Sourcing and Procurement,Operational Procurement,Available,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,Released
762,4AI,SAP Ariba Buying,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
763,2NY,Scheduling Agreement for Consignment Procurement,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
764,2NX,Scheduling Agreement for Subcontracting Procurement,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
765,BMR,Scheduling Agreements in Procurement,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
766,BLL,Serial Number Management,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
767,4R2,Service Procurement with SAP Business Network and SAP Fieldglass,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
768,BMY,Subcontracting,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
769,5W4,Subcontracting - Consumer Products,Sourcing and Procurement,Operational Procurement,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Planned
770,5I2,Subcontracting with SAP Business Network,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,No,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
771,2LG,Supplier Consignment,Sourcing and Procurement,Operational Procurement,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
772,2QU,Analytics - Purchase Order Visibility and Procurement Spend,Sourcing and Procurement,Procurement Analytics,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
773,5W3,Procurement with and Without QM - Consumer Products,Sourcing and Procurement,Procurement Analytics,Available,No,No,No,No,No,Released,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
774,1JI,Real-Time Reporting and Monitoring for Procurement,Sourcing and Procurement,Procurement Analytics,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
775,4R2,Service Procurement with SAP Business Network and SAP Fieldglass,Sourcing and Procurement,Procurement Analytics,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
776,6A6,Vendor Performance - Consumer Products,Sourcing and Procurement,Procurement Analytics,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
777,4AZ,Contract Management with SAP Ariba Contracts,Sourcing and Procurement,Sourcing and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
778,6AA,From Planning to Fulfillment - Consumer Products,Sourcing and Procurement,Sourcing and Contract Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Planned
779,6V2,Integration to Icertis for Contract Assembly,Sourcing and Procurement,Sourcing and Contract Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
780,2OQ,Integration to SAP Enterprise Contract Assembly,Sourcing and Procurement,Sourcing and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
781,4RI,Preferred Supplier List,Sourcing and Procurement,Sourcing and Contract Management,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,No
782,5W3,Procurement with and Without QM - Consumer Products,Sourcing and Procurement,Sourcing and Contract Management,Available,No,No,No,No,No,Released,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
783,BMD,Purchase Contract,Sourcing and Procurement,Sourcing and Contract Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
784,1XF,Request for Price,Sourcing and Procurement,Sourcing and Contract Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
